01/26 09:26	[INFO]		『test』さんが参加されます。
01/26 09:26	[INFO]		『test』さんは退出されました。
01/26 09:26	[INFO]		『test』さんが参加されます。
01/26 09:26	[INFO]		『test』さんは退出されました。
01/26 09:26	[INFO]		『test』さんが参加されます。
01/26 09:26	[INFO]		『test』さんは退出されました。
01/26 09:17	[INFO]		『test』さんが参加されます。
01/26 09:17	[INFO]		『test』さんは退出されました。
01/26 09:17	[INFO]		『test』さんが参加されます。
01/26 09:16	[INFO]		『test』さんが参加されます。
01/26 09:10	[INFO]		『test』さんが参加されます。
01/26 09:01	[INFO]		『test』さんが参加されます。
01/26 09:01	[INFO]		『test』さんが参加されます。
01/16 21:44	[SYSTEM]		第1ループを終了します。
01/16 21:44	[SYSTEM]		第1ループ、1日目を開始します。
01/16 21:44	[INFO]		『test』さんが参加されます。
01/16 21:44	[INFO]		『test』さんは退出されました。
01/16 21:40	[SYSTEM]		第1ループを終了します。
01/16 21:39	[INFO]		『test』さんが参加されます。
01/16 21:39	[INFO]		『test』さんは退出されました。
01/16 21:39	[INFO]		『test』さんは退出されました。
01/16 21:36	[SYSTEM]		第2ループを終了します。
01/16 21:36	[INFO]		『test』さんが参加されます。
01/16 21:35	[INFO]		『test』さんは退出されました。
01/16 21:35	[SYSTEM]		第1ループを終了します。
01/16 21:34	[INFO]		『test』さんが参加されます。
01/16 21:34	[SYSTEM]		第1ループ、1日目を開始します。
01/16 21:34	[INFO]		『test』さんが参加されます。
01/16 21:33	[SYSTEM]		第1ループを終了します。
01/16 21:32	[SYSTEM]		第1ループを終了します。
01/16 21:32	[SYSTEM]		第1ループを終了します。
01/16 21:32	[SYSTEM]		第1ループ、1日目を開始します。
01/16 21:32	[INFO]		『test』さんが参加されます。
01/16 21:30	[INFO]		『test』さんは退出されました。
01/16 21:30	[SYSTEM]		第1ループを終了します。
01/16 21:29	[INFO]		『test』さんが参加されます。
01/15 19:48	[INFO]		『test』さんは退出されました。
01/15 19:47	[INFO]		『test』さんが参加されます。
01/15 15:44	[INFO]		『test』さんは退出されました。
01/15 15:43	[INFO]		『test』さんが参加されます。
01/15 15:43	[INFO]		『test』さんが参加されます。
01/14 12:14	[INFO]		『test』さんが参加されます。
01/13 19:52	[SYSTEM]		手札を公開しました。【巫女】に”不安－１”、【大物】に”移動↑↓”、【イレギュラー】に”不安－１”、【お嬢様】に”移動←→”、【刑事】に”不安＋１”、【医者】に”暗躍＋１”、がセットされています。
01/13 19:52	[SYSTEM]		主人公が【大物】に手札をセットしました。
01/13 19:52	[SYSTEM]		主人公が【巫女】に手札をセットしました。
01/13 19:52	[INFO]		『tesuto』さんが参加されます。
01/13 19:51	[SYSTEM]		脚本家が【お嬢様】と【刑事】と【医者】に手札をセットしました。
01/13 19:50	[SYSTEM]		第1ループ、1日目を開始します。
01/13 19:50	[INFO]		『tesuto』さんが参加されます。
12/31 22:01	[INFO]		『けいた』さんが参加されます。
12/22 11:03	[INFO]		『けいた』さんが参加されます。
12/22 11:03	[INFO]		『けいた』さんが参加されます。
12/22 10:39	[INFO]		『けいた』さんは退出されました。
12/22 10:35	[SYSTEM]		第1ループ、1日目を開始します。
12/22 10:34	[INFO]		『けいた』さんが参加されます。
12/21 23:01	[INFO]		『けいた』さんが参加されます。
12/21 23:01	[INFO]		『けいた』さんが参加されます。
12/21 23:00	[INFO]		『けいた』さんは退出されました。
12/21 23:00	[INFO]		『けいた』さんが参加されます。
12/21 23:00	[INFO]		『けいた』さんは退出されました。
12/21 23:00	[INFO]		『けいた』さんは退出されました。
12/21 22:59	[INFO]		『けいた』さんが参加されます。
12/21 22:58	[INFO]		『けいた』さんが参加されます。
12/21 22:58	[INFO]		『けいた』さんは退出されました。
12/21 22:58	[INFO]		『けいた』さんが参加されます。
12/21 22:58	[INFO]		『けいた』さんは退出されました。
12/21 22:58	[INFO]		『けいた』さんが参加されます。
