//ボード,左上,左下,右上,右下
boards,神社,学校,病院,都市
//ルール区分,ルール名,役職追加,ルール追加
Y,殺人計画,キーパーソン+クロマク+キラー,
Y,悪霊の封印,クロマク+アクリョウツキ,ループ終了時に神社に暗躍カウンターが２つ以上置かれている場合、主人公は敗北する。
Y,僕と契約しようよ,キーパーソン,ループ終了時にキーパーソンに暗躍カウンターが置かれている場合、主人公は敗北する。キーパーソンは少女にしなくてはならない。暗躍カウンターの乗った少女はキャラクターの能力によって死亡しない。
Y,主人公殺人計画,アンサツシャ+アンサツシャ,
Y,巨大時限爆弾Ｘの存在,ウィッチ,ループ終了時にボードＸに暗躍カウンターが２つ以上置かれている場合、主人公は敗北する。Ｘはウィッチの初期配置に等しい。
X,友情グループ,フレンド+フレンド,※その結果でフレンドが合計３人以上となる場合はフレンドは２人までしか追加されない。
X,恋愛模様,メインラバーズ+ラバーズ,※メインラバーズは主人公を死亡させる能力をもつラバーズのこと。
X,因果の糸,,各ループの開始時、ひとつ前のループ終了時に友好カウンターが置かれていたキャラクター全員に不安カウンターを２つ置く。
X,不穏な噂,,各ターンの脚本家能力フェイズに任意のキャラクター１人に暗躍カウンターを１つ乗せても良い。ただし、キーパーソン、アンサツシャには乗せることができない。
X,マイナス１３,フレンド+マイナス+マイナス,※その結果でフレンドが合計３人以上となる場合はフレンドは２人までしか追加されない。
X,潜む殺人鬼,シリアルキラー+フレンド,※その結果でフレンドが合計３人以上となる場合はフレンドは２人までしか追加されない。
X,妄想拡大ウイルス,,不安カウンターが２つ以上置かれているうち、元々の役職がパーソンであるキャラクターは、役職がシリアルキラーに変更される。
//role,役職名,人数上限,友好無視,追加能力,逆引きルール,
role,パーソン,,,,
role,キーパーソン,,,このキャラクターが死亡した時、主人公は敗北し、ただちにこのループを終了させる。,殺人計画+僕と契約しようよ
role,フレンド,2,,このキャラクターがループ終了時に死亡している場合、このキャラクターの役職を公開し、主人公は敗北する。\nこのキャラクターの役職が公開されたことがある場合、ループ開始時にこのキャラクターに友好カウンターを１つ乗せる。,友情グループ+マイナス１３+潜む殺人鬼
role,メインラバーズ,,,ラバーズが死亡した時、このキャラクターに不安カウンターを６つ乗せる。\nこのキャラクターに３つ以上の不安カウンターと１つ以上の暗躍カウンターが乗っている場合、ターン終了フェイズに主人公を死亡させてもよい。,恋愛模様
role,ラバーズ,,,メインラバーズが死亡した時、このキャラクターに不安カウンターを６つ乗せる。,恋愛模様
role,キラー,,友好無視,キーパーソンに２つ以上の暗躍カウンターが乗っており、このキャラクターが同一のエリアにいる場合、ターン終了フェイズにキーパーソンを死亡させても良い。\nこのキャラクターに４つ以上の暗躍カウンターが乗っている場合、ターン終了フェイズに主人公を死亡させても良い。,殺人計画
role,クロマク,,友好無視,各ターンの脚本家能力フェイズにこのキャラクターと同一のエリアにいるキャラクター１人か、このキャラクターのいるボードに暗躍カウンターを１つ置いてもよい。,殺人計画+悪霊の封印
role,アクリョウツキ,,友好無視,このキャラクターと同一のエリアに居るキャラクター、並びにこのキャラクターのいるボードに対してセットされた移動禁止と暗躍禁止は無視してもよい。,悪霊の封印
role,ウィッチ,,友好無視,このキャラクターは友好能力の解決を求められた際、それを拒否しなくてはならない。,巨大時限爆弾Ｘの存在
role,シリアルキラー,,,このキャラクターと同一のエリアにいるキャラクターが１人だけの場合、ターン終了フェイズにそのキャラクターを死亡させる。,潜む殺人鬼+妄想拡大ウイルス
role,アンサツシャ,,友好無視,このキャラクターに５つ以上の暗躍カウンターが乗っている場合、ターン終了フェイズに主人公を死亡させてもよい。\n学校に３つ以上の暗躍カウンターが乗っている場合、ターン終了フェイズに主人公を死亡させてもよい。\nこのキャラクターと同一のエリアにいるキャラクターに２つ以上の暗躍カウンターが乗っている場合、ターン終了フェイズにそのキャラクターを死亡させてもよい,主人公殺人計画
role,マイナス,,友好無視,,マイナス１３
