//ボード,左上,左下,右上,右下
boards,病院,都市,神社,学校
//ルール区分,ルール名,役職追加,ルール追加
Y,殺人計画,キーパーソン+クロマク+キラー,
Y,積み重なり事件キルト,フール+ミスリーダー,【敗北条件：ループ終了時】Exゲージが３以上である。
Y,タイトロープ上の計画,クロマク+キラー,【敗北条件：ループ終了時】Exゲージが１以下である。
Y,黒の学園,クロマク,【敗北条件：ループ終了時】学校に[暗躍カウンター]がX個以上ある。（X=現在のループ数）
Y,ストリキニーネの雫,キーパーソン+ドリッパー+フール,【強制：常時】「殺人事件」「自殺」が発生するか判定する時、[暗躍カウンター]を[不安カウンター]として扱う。
X,潜む殺人鬼,シリアルキラー+フレンド,
X,隔離病棟サイコ,ミスリーダー+パラノイア+セラピスト,【強制：ループ開始時】ひとつ前のループでExゲージが2以下→Exゲージを１増加させる。
X,火薬の香り,シリアルキラー,【敗北条件：ループ終了時】生存している全キャラクターに置かれた[不安カウンター]の合計が１２以上である。
X,私は名探偵,ミスリーダー+フレンド+メイタンテイ,
X,愚者のダンス,フール+フレンド,
X,絶対の意志,ゼッタイシャ,
X,双子のトリック,パラノイア+ツイン,
//role,役職名,人数上限,友好無視,追加能力,逆引きルール,
role,パーソン,,,,
role,キーパーソン,,,【強制：死亡時】主人公は敗北し、ただちにこのループを終了する。,殺人計画+ストリキニーネの雫
role,キラー,,友好無視,【任意能力：ターン終了フェイズ】同一エリアのキーパーソンに[暗躍カウンター]が２つ以上→キーパーソンを死亡させる。\n【任意能力：ターン終了フェイズ】このキャラクターに[暗躍カウンター]が４つ以上→主人公を死亡させる。,殺人計画+タイトロープ上の計画
role,クロマク,,友好無視,【任意能力：脚本家能力フェイズ】このキャラクターと同一のエリアにいるキャラクター１人か、このキャラクターのいるボードに[暗躍カウンター]を１つ置く。,殺人計画+タイトロープ上の計画+黒の学園
role,ドリッパー,,友好無視,【強制：ターン終了フェイズ】Exゲージが2以上→同一エリアのキャラクター１人を死亡させる。\n【強制：ターン終了フェイズ】Exゲージが４以上→主人公を死亡させる。,ストリキニーネの雫
role,フール,1,,【強制：脚本作成時】いずれかの事件の犯人となる\n【強制：自身が犯人の事件解決後】このキャラクターまたはこの死体の[不安カウンター]をすべて取り除く。,積み重なり事件キルト+ストリキニーネの雫+愚者のダンス
role,ミスリーダー,1,,【任意能力：脚本家能力フェイズ】同一エリアのキャラクター１人に不安カウンターを１つ置く。,積み重なり事件キルト+隔離病棟サイコ+私は名探偵
role,フレンド,2,,【敗北条件：ループ終了時】このカードが死体である。\n【強制：ループ開始時】このキャラクターの役職が公開されたことがある→このキャラクターに[友好カウンター]を１つ置く。,潜む殺人鬼+私は名探偵+愚者のダンス
role,シリアルキラー,,,【強制：ターン終了フェイズ】このキャラクターと同一のエリアにいるキャラクターが１人だけ→そのキャラクターを死亡させる。,潜む殺人鬼+火薬の香り
role,パラノイア,,絶対友好無視,【任意能力：脚本家能力フェイズ】このキャラクターに[暗躍カウンター]か[不安カウンター]を１つ置く,隔離病棟サイコ+双子のトリック
role,セラピスト,,,【強制：脚本家能力フェイズ】Exゲージが１以上→同一エリアの自身以外のキャラクター一人から[不安カウンター]を１つ取り除く,隔離病棟サイコ
role,メイタンテイ,,,【強制：脚本作成時】犯人とならない。\n【強制：常時】死亡しない。\n【強制：事件フェイズ】Exゲージが０→同一エリアに犯人が存在する場合、その事件はかならず発生する。,私は名探偵
role,ゼッタイシャ,,絶対友好無視,【強制：脚本作成時】いずれかの事件の犯人となる。\n【強制：事件フェイズ】このキャラクターが犯人の事件は必ず発生する。,絶対の意志
role,ツイン,,,【強制：脚本作成時】いずれかの事件の犯人となる。\n【強制：自身が犯人の事件解決中】本来の位置の代わりに、対角線にあるボードにいるものといて扱う。,双子のトリック
