//ボード,左上,左下,右上,右下
boards,病院,都市,神社,学校
//ルール区分,ルール名,役職追加,ルール追加
Y,古の祠,ナイトメア+タタリガミ+ゴースト+マジナイシ,
Y,呪いの人形,ナイトメア+ヒトガタ+ゴースト+マジナイシ,
Y,満月の夜,ナイトメア+ウェアウルフ+マジナイシ,
Y,怪奇談義,ナイトメア+ヴァンパイア+モンスター,【強制：脚本作成時】ヴァンパイアとナイトメアは同性でなくてはならない。
Y,鏖の悪魔,ナイトメア+ゴースト,【敗北条件：ループ終了時】生存するキャラクターが４人以下である。
X,深きもの,モンスター+ホラー,【強制：ループ終了時】ExゲージをX増加させる。Xは都市に置かれた[暗躍カウンター]の数に等しい。（Xは最大でも３）
X,ゾンビパウダー,マジナイシ,【強制：常時】元々の役職が死後活性を持たない死体は、[暗躍カウンター]が１つ以上置かれている限り、役職がゾンビに変更される。
X,拡大する都市伝説,ポルターガイスト+ホラー,
X,ホーンテッドシティ,ゴースト+ポルターガイスト,【敗北条件：ループ終了時】ゴーストの死体に[不安カウンター]が３つ以上ある。
X,死者のダンスパーティ,ゴースト+ホラー,【敗北条件：ループ終了時】暗躍カウンターが１つ以上置かれたボードに、３つ以上の死体がある。
X,狂っていたのは,ゴースト,【敗北条件：ループ終了時】死体が２つ以下しかない。
X,生と死の境界,モンスター+オーバーロード,【任意能力：１日目のターン終了フェイズ】オーバーロードと同じエリアにいるキャラクター１人を死亡させる。
//role,役職名,人数上限,友好無視,追加能力,逆引きルール,
role,パーソン,,,,
role,ナイトメア,,絶対友好無視,【強制：ターン終了フェイズ】同じエリアの自身以外のキャラクター１人を死亡させる。自身以外のキャラクターがいない場合、このキャラクターを死亡させる。,古の祠+呪いの人形+満月の夜+怪奇談義+塵の悪魔+事件：魔獣の解放
role,タタリガミ,,死後活性,【任意能力：ターン終了フェイズ】＜死後限定＞この死体に[暗躍カウンター]が２つ以上→主人公を死亡させる。,古の祠
role,ヒトガタ,,死後活性,【任意能力：脚本家能力フェイズ】このカードのいるボードに[暗躍カウンター]が２つ以上かつ、このカードに[不安カウンター]が１つ以上→主人公を死亡させる。\n【任意能力：このキャラクターの死亡時】このキャラクターのいるボードに[暗躍カウンター]を１つ置く。,呪いの人形
role,ウェアウルフ,,絶対友好無視,【任意能力：５日目のターン終了フェイズ】主人公を死亡させる。\n【強制：常時】脚本家はこのカードに行動カードをセットできない。,満月の夜
role,ヴァンパイア,,死後活性,【任意能力：ターン終了フェイズ】同一エリアにいるこのカードからみて異性かつ[不安カウンター]と[暗躍カウンター]が１つ以上置かれたキャラクター１人を死亡させる。\n【任意能力：ターン終了フェイズ】このカードからみて異性の死体が３つ以上ある→主人公を死亡させる。,怪奇談義
role,ゴースト,2,死後活性,,古の祠+呪いの人形+塵の悪魔+ホーンテッドシティ+死者のダンスパーティ+狂っていたのは
role,モンスター,,,【強制：常時】このキャラクターは死亡しない。\n【強制：このキャラクターの役職公開時】Exゲージを2増加させる。,怪奇談義+深きもの+生と死の境界
role,マジナイシ,,友好無視,【任意能力：脚本家能力フェイズ】同一エリアの死体１つに[暗躍カウンター]か[不安カウンター]を１つ置く。,古の祠+呪いの人形+満月の夜+ゾンビパウダー
role,ゾンビ,,死後活性+絶対友好無視,【任意能力：ターン終了フェイズ】あるボードにおいてゾンビの数がキャラクターの数以上→そのボードにいるキャラクター1人に[暗躍カウンター]を１つ置き死亡させる。そうした場合Exカウンターを１増加させる。（すべてのゾンビを合わせて１ターン１回まで）,ゾンビパウダー
role,ポルターガイスト,1,絶対友好無視,【任意能力：脚本家能力フェイズ】同一エリアのカード１つを隣り合うボードに移動させる。（１ループ１回まで）,拡大する都市伝説+ホーンテッドシティ
role,ホラー,1,死後活性,【任意能力：ターン終了フェイズ】同一エリアのキャラクター１人に［不安カウンター］を１つ置く。,深きもの+拡大する都市伝説+死者のダンスパーティ
role,オーバーロード,,死後活性,【強制：ターン終了フェイズ】＜死後限定＞この死体と同一エリアにいる自身以外のカードを１つ選ぶ。それが死体なら蘇生し、キャラクターなら蘇生させる。,生と死の境界
