//ボード,左上,左下,右上,右下
boards,病院,都市,神社,学校
//ルール区分,ルール名,役職追加,ルール追加
Y,殺人計画,キーパーソン+クロマク+キラー,
Y,悪霊の封印,クロマク+アクリョウツキ,【敗北条件：ループ終了時】神社に[暗躍カウンター]が２つ以上ある。
Y,僕と契約しようよ,キーパーソン,【強制：脚本作成時】キーパーソンは少女にしなくてはならない。\n【敗北条件：ループ終了時】キーパーソンに[暗躍カウンター]が２個以上。
Y,主人公殺人計画,アンサツシャ+アクリョウツキ,
Y,巨大時限爆弾Ｘの存在,ウィッチ,【敗北条件：ループ終了時】ウィッチの初期エリアに[暗躍カウンター]が２つ以上。
X,友情グループ,フレンド+フレンド,
X,恋愛模様,メインラバーズ+ラバーズ+ミスリーダー,
X,因果の糸,,【強制：ループ開始時】ひとつ前のループ終了時に[友好カウンター]が置かれていた全キャラクターに[不安カウンター]を２つ置く。
X,不穏な噂,ミスリーダー,【任意能力：脚本家能力フェイズ】任意のボード１つに[暗躍カウンター]を１つ置く。（１ループに１回制限）
X,マイナス１３,フレンド+マイナス+マイナス+ミスリーダー,
X,潜む殺人鬼,シリアルキラー+フレンド,
X,妄想拡大ウイルス,ミスリーダー,【強制：常時】パーソンは[不安カウンター]が３つ以上置かれている限り、役職がシリアルキラーに変更される。
//role,役職名,人数上限,友好無視,追加能力,逆引きルール,
role,パーソン,,,,
role,キーパーソン,,,【強制：死亡時】主人公は敗北し、ただちにこのループを終了する。,殺人計画+僕と契約しようよ
role,キラー,,友好無視,【任意能力：ターン終了フェイズ】同一エリアのキーパーソンに[暗躍カウンター]が２つ以上→キーパーソンを死亡させる。\n【任意能力：ターン終了フェイズ】このキャラクターに[暗躍カウンター]が４つ以上→主人公を死亡させる。,殺人計画
role,クロマク,,友好無視,【任意能力：脚本家能力フェイズ】同一のエリアにいるキャラクター１人か、このキャラクターのいるボードに[暗躍カウンター]を１つ置く。,殺人計画+悪霊の封印
role,アンサツシャ,,友好無視,【任意能力：ターン終了フェイズ】このキャラクターに[暗躍カウンター]が５つ以上→主人公を死亡させる。\n【任意能力：ターン終了フェイズ】学校に[暗躍カウンター]が３つ以上→主人公を死亡させる。\n【任意能力：ターン終了フェイズ】同一のエリアのキャラクターに[暗躍カウンター]が３つ以上→そのキャラクターを死亡させる。,主人公殺人計画
role,アクリョウツキ,,友好無視,【強制：常時】同一のエリアのキャラクター、またはこのキャラクターのいるボードに対してセットされた暗躍禁止を無視する。\n【強制：常時】このキャラクターに対する移動禁止を無視する。(※３版にて変更。脚本家に要確認）,悪霊の封印+主人公殺人計画
role,ウィッチ,,絶対友好無視,このキャラクターは友好能力の解決を求められた際、それを拒否しなくてはならない。,巨大時限爆弾Ｘの存在
role,フレンド,2,,【敗北条件：ループ終了時】このキャラクターが死亡している。その場合、このキャラクターの役職を公開する。\n【強制：ループ開始時】このキャラクターの役職が公開されたことがある→このキャラクターに[友好カウンター]を１つ置く。,友情グループ+マイナス１３+潜む殺人鬼
role,メインラバーズ,,,【強制：ラバーズの死亡時】このキャラクターに[不安カウンター]を６つ乗せる。\n【任意能力：ターン終了フェイズ】このキャラクターに[不安カウンター]が３つ以上かつ[暗躍カウンター]が１つ以上→主人公を死亡させる。,恋愛模様
role,ラバーズ,,,【強制：メインラバーズの死亡時】このキャラクターに[不安カウンター]を６つ乗せる。,恋愛模様
role,シリアルキラー,,,【強制：ターン終了フェイズ】このキャラクターと同一のエリアにいるキャラクターが１人だけ→そのキャラクターを死亡させる。,潜む殺人鬼+妄想拡大ウイルス
role,マイナス,,友好無視,,マイナス１３
role,ミスリーダー,1,,【任意能力：脚本家能力フェイズ】このキャラクターと同一のエリアにいるキャラクター１人に[不安カウンター]を１つ置く。,恋愛模様+不穏な噂+マイナス１３+妄想拡大ウイルス

